V=6^3									V=8^3									V=14^3									V=18^3																						
time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum														
5888.43655	0.0441	0.00413	5888.43655	0.01057	-9.48416E-4	5888.43655	-0.01438	0.01808	5888.43655	-0.01007	0.00535	5888.43655	-0.00412	5888.43655	-0.11892	0.02138	5888.43655	0.0769	-0.04793	5888.43655	0.10641	-0.03832	5888.43655	0.03422	-0.02325	5888.43655	-0.04988	-0.01776	5888.43655	-0.21748	0.01203	5888.43655	0.01846	-0.01549	5888.43655	0.08298	-0.01136	5888.43655	-0.09364	0.0014	5888.43655	0.09779	-0.00815	5888.43655	0.00862	0.00386	5888.43655	0.02853	-0.01233
6025.59586	-0.00512	0.00105	6025.59586	-0.01596	0.01295	6025.59586	-0.01495	-0.0086	6025.59586	-0.01131	0.00636	6025.59586	0.00648	6025.59586	0.02469	0.02444	6025.59586	-0.15075	0.04954	6025.59586	-0.09721	0.02277	6025.59586	0.11032	0.01593	6025.59586	0.00325	0.00195	6025.59586	-0.02298	0.0409	6025.59586	-0.01032	-0.00692	6025.59586	-0.06636	-0.00332	6025.59586	0.03545	0.02676	6025.59586	-0.05932	-0.00126	6025.59586	0.02631	-0.01382	6025.59586	0.08212	0.00245
6165.95002	0.01533	0.0082	6165.95002	0.00305	0.00197	6165.95002	-0.03722	-0.00772	6165.95002	-0.00236	-0.00365	6165.95002	0.00181	6165.95002	-0.05913	-0.02778	6165.95002	0.24474	0.01455	6165.95002	-0.11542	-0.02673	6165.95002	0.03515	0.02997	6165.95002	-0.03098	-0.04662	6165.95002	0.05163	-0.00711	6165.95002	0.04347	0.01168	6165.95002	-0.08077	0.00743	6165.95002	0.06937	0.0114	6165.95002	0.01204	-0.01081	6165.95002	-0.01881	0.00373	6165.95002	0.05068	-0.00584
6309.57344	0.02875	0.0064	6309.57344	0.0092	-0.01373	6309.57344	-0.00262	0.00832	6309.57344	0.01092	2.91704E-4	6309.57344	-0.00167	6309.57344	0.08973	0.05137	6309.57344	0.07634	0.02542	6309.57344	-0.02985	-0.01848	6309.57344	0.01481	-0.00765	6309.57344	-0.02649	-0.03303	6309.57344	0.0111	0.00155	6309.57344	-0.01065	0.00579	6309.57344	0.05897	-0.0072	6309.57344	-0.02467	-0.01765	6309.57344	-0.02856	0.0091	6309.57344	0.06792	-0.00479	6309.57344	-0.02954	5.23529E-4
6456.54229	-0.03638	-0.00852	6456.54229	-0.02745	-0.0014	6456.54229	0.02353	0.00498	6456.54229	-0.00581	-0.00241	6456.54229	0.00896	6456.54229	-0.02407	-0.00132	6456.54229	0.24882	-0.04048	6456.54229	0.10869	-0.02043	6456.54229	0.04145	0.02017	6456.54229	0.04848	0.01028	6456.54229	0.02489	0.00517	6456.54229	0.01223	-0.01104	6456.54229	0.11455	0.00718	6456.54229	-6.80499E-4	4.40447E-4	6456.54229	0.02865	-0.00416	6456.54229	-0.01431	0.01314	6456.54229	0.03596	0.0029
6606.93448	7.28983E-4	0.00399	6606.93448	0.03597	0.00624	6606.93448	-0.03958	-0.00118	6606.93448	-0.01759	-0.00472	6606.93448	-0.00105	6606.93448	0.03086	-0.02196	6606.93448	-0.0588	-0.01363	6606.93448	-0.15633	-0.01902	6606.93448	-0.10494	0.00837	6606.93448	-0.04738	0.0078	6606.93448	-0.08589	-0.01483	6606.93448	0.0223	-2.45809E-4	6606.93448	-0.07175	0.0026	6606.93448	-0.03034	0.00111	6606.93448	0.01239	-0.00416	6606.93448	0.00844	-0.00152	6606.93448	-0.02611	-0.01267
6760.82975	-0.01469	-0.00186	6760.82975	-0.04233	0.00286	6760.82975	0.00827	0.00733	6760.82975	-0.00449	-0.00242	6760.82975	0.00714	6760.82975	-0.01353	0.01783	6760.82975	0.24001	0.04408	6760.82975	-0.09886	0.02895	6760.82975	-0.03561	-0.00362	6760.82975	0.05996	-0.00914	6760.82975	-0.16322	-0.03569	6760.82975	0.05696	0.00784	6760.82975	0.02252	-0.003	6760.82975	0.04572	0.00425	6760.82975	-0.03792	-0.0065	6760.82975	-0.01611	-0.00222	6760.82975	0.00809	0.00198
6918.30971	-0.00568	-0.00129	6918.30971	0.00115	3.09254E-4	6918.30971	-0.0134	0.00917	6918.30971	0.01222	-0.00431	6918.30971	0.01162	6918.30971	0.04824	0.00372	6918.30971	0.06118	-0.05271	6918.30971	-0.08268	8.22921E-4	6918.30971	0.01979	-0.01616	6918.30971	0.0795	0.02384	6918.30971	0.12357	-0.03095	6918.30971	0.08395	0.00469	6918.30971	-0.04762	0.01673	6918.30971	-0.01166	-7.05432E-4	6918.30971	0.03042	0.02016	6918.30971	-0.02043	-0.00257	6918.30971	0.00476	0.00634
7079.45784	-0.00195	0.01202	7079.45784	0.00802	-2.38877E-5	7079.45784	6.26057E-4	-0.01845	7079.45784	0.00198	-0.00153	7079.45784	0.00834	7079.45784	-0.02948	0.05942	7079.45784	0.10242	-0.0327	7079.45784	-0.14028	0.01298	7079.45784	0.10241	-0.03031	7079.45784	-0.00887	-3.44893E-4	7079.45784	0.07853	0.00417	7079.45784	-0.04018	-0.01665	7079.45784	0.026	0.00273	7079.45784	0.03239	-0.02144	7079.45784	0.11929	-3.35264E-5	7079.45784	0.03402	0.00512	7079.45784	0.08158	0.00442
7244.3596	0.00202	0.01313	7244.3596	-0.0177	-0.00192	7244.3596	0.00873	0.00535	7244.3596	0.02143	2.93775E-4	7244.3596	-0.01915	7244.3596	0.05137	-0.09244	7244.3596	0.20879	-0.05099	7244.3596	0.08619	0.00228	7244.3596	0.05818	-0.00734	7244.3596	-0.10081	-0.0041	7244.3596	0.03021	0.01462	7244.3596	0.04354	-0.00806	7244.3596	-0.08263	0.00468	7244.3596	-0.06354	0.01628	7244.3596	-0.02495	-0.00787	7244.3596	0.02693	0.00581	7244.3596	-0.01008	0.01201
7413.10241	-0.00989	0.01125	7413.10241	0.00589	-0.00797	7413.10241	0.04998	-0.00217	7413.10241	0.00906	0.0023	7413.10241	-0.0053	7413.10241	-0.00574	-0.04367	7413.10241	0.05931	0.01728	7413.10241	0.03033	-0.02441	7413.10241	-0.06946	-0.00298	7413.10241	0.0369	-0.0444	7413.10241	-0.2312	-0.03774	7413.10241	-0.04569	-0.00183	7413.10241	0.0336	0.0026	7413.10241	-0.02044	2.9576E-4	7413.10241	-0.04975	-0.00241	7413.10241	-0.00349	0.0065	7413.10241	-0.09628	0.01075
7585.77575	0.0314	0.00794	7585.77575	0.01206	-0.01695	7585.77575	-0.02003	-0.01019	7585.77575	-0.02321	-0.00817	7585.77575	0.0151	7585.77575	-0.09497	0.00342	7585.77575	0.21201	-0.03318	7585.77575	0.20248	0.01625	7585.77575	-0.11894	-6.69621E-4	7585.77575	-0.00651	0.02775	7585.77575	-0.03645	-8.44103E-4	7585.77575	0.103	0.01091	7585.77575	-0.02704	-0.00452	7585.77575	0.05379	-0.01664	7585.77575	0.05381	-0.00255	7585.77575	-0.07056	-0.00445	7585.77575	-0.04912	0.00722
7762.47117	0.03849	0.00453	7762.47117	-0.04128	0.00282	7762.47117	-0.05183	-0.00715	7762.47117	0.00457	0.00689	7762.47117	0.00862	7762.47117	0.17093	9.79168E-4	7762.47117	-0.1226	-0.00648	7762.47117	0.09874	-6.54934E-4	7762.47117	-0.03326	-0.01656	7762.47117	0.0109	0.02581	7762.47117	-0.13385	0.01027	7762.47117	-0.04728	0.00505	7762.47117	0.00693	-0.01252	7762.47117	-0.00999	0.00779	7762.47117	-0.08748	1.33311E-4	7762.47117	0.02233	-0.00538	7762.47117	-0.08965	-0.00525
7943.28235	0.00658	-5.69425E-4	7943.28235	-0.03413	0.00636	7943.28235	0.03457	0.00182	7943.28235	-0.00653	-0.00367	7943.28235	0.03217	7943.28235	-0.14809	0.03043	7943.28235	-0.1151	0.02702	7943.28235	-0.05083	0.04966	7943.28235	0.05358	1.81675E-4	7943.28235	-0.10586	0.02316	7943.28235	-0.21215	-0.00562	7943.28235	0.05714	0.00707	7943.28235	-0.01811	-0.0113	7943.28235	0.06905	0.00194	7943.28235	-0.04103	0.00466	7943.28235	-0.05372	-0.02034	7943.28235	-0.1112	-0.00326
8128.30516	-0.04194	0.00196	8128.30516	-0.04893	-0.00423	8128.30516	0.01428	0.00189	8128.30516	0.00849	7.21285E-4	8128.30516	0.02202	8128.30516	0.19641	0.00661	8128.30516	0.05815	-0.01794	8128.30516	-0.10991	-0.0361	8128.30516	-0.03268	-0.01977	8128.30516	-0.05631	-0.01365	8128.30516	-0.0913	0.00216	8128.30516	0.04893	-0.00496	8128.30516	0.0368	5.08512E-4	8128.30516	0.06837	0.00712	8128.30516	0.01103	0.00781	8128.30516	0.02611	-0.01265	8128.30516	-0.06616	0.00454
8317.63771	0.03491	-4.12794E-4	8317.63771	0.02058	0.00326	8317.63771	0.03451	0.00994	8317.63771	0.01599	0.00192	8317.63771	-0.01552	8317.63771	0.01366	-0.02719	8317.63771	0.13987	-0.03039	8317.63771	-0.12786	-0.04135	8317.63771	0.06847	-0.00499	8317.63771	0.09037	-0.01495	8317.63771	-0.12919	0.01032	8317.63771	0.01986	-5.62677E-4	8317.63771	-0.09422	-0.00735	8317.63771	-0.03683	-0.0017	8317.63771	0.05778	-3.95656E-4	8317.63771	-0.0788	-0.00318	8317.63771	0.0197	0.00963
8511.38038	-0.01531	0.0056	8511.38038	0.01358	0.00889	8511.38038	-0.03126	0.0139	8511.38038	-0.02589	-0.01015	8511.38038	0.01472	8511.38038	-0.17948	0.0511	8511.38038	0.20807	-0.00126	8511.38038	-0.04253	-0.04435	8511.38038	-0.02138	-9.92226E-4	8511.38038	0.00226	0.01378	8511.38038	0.02182	0.01162	8511.38038	0.01673	-0.00843	8511.38038	-0.03031	0.01339	8511.38038	0.08563	-0.00388	8511.38038	0.02314	-0.00545	8511.38038	-0.00688	-0.00669	8511.38038	-0.02964	-0.00237
8709.6359	0.043	-0.0125	8709.6359	0.03464	0.00231	8709.6359	-0.01303	0.00628	8709.6359	-0.0054	-0.00805	8709.6359	0.0275	8709.6359	0.04662	3.71457E-5	8709.6359	-0.1483	0.00395	8709.6359	-0.17323	0.01152	8709.6359	-0.0405	-0.0349	8709.6359	0.01088	-4.50838E-5	8709.6359	0.0116	0.03227	8709.6359	0.02421	3.78822E-4	8709.6359	0.06652	0.01418	8709.6359	0.03045	0.00636	8709.6359	0.03831	0.00501	8709.6359	-0.01918	1.9631E-4	8709.6359	0.06258	-0.01093
8912.50938	0.02469	0.00656	8912.50938	0.00618	0.00662	8912.50938	0.02011	0.00553	8912.50938	-0.01266	1.23761E-4	8912.50938	0.00814	8912.50938	-0.14088	-0.02696	8912.50938	-0.01404	0.03072	8912.50938	-0.10611	-0.00368	8912.50938	-0.00865	0.01282	8912.50938	0.02775	0.00311	8912.50938	-0.0667	-0.00473	8912.50938	0.02253	0.00656	8912.50938	-0.02484	0.00564	8912.50938	0.02917	0.0033	8912.50938	-0.04919	0.00966	8912.50938	-0.02594	0.00707	8912.50938	-0.05464	-0.00109
9120.10839	-0.01699	0.00596	9120.10839	-0.00578	-0.00898	9120.10839	-0.0111	0.01814	9120.10839	0.01143	-0.0039	9120.10839	-0.01754	9120.10839	-0.06884	7.83387E-4	9120.10839	-0.10743	0.0084	9120.10839	-0.10926	-0.01622	9120.10839	0.09786	-0.00576	9120.10839	-0.01834	0.00934	9120.10839	0.12738	-0.01959	9120.10839	-0.05028	-0.01193	9120.10839	-0.0139	-0.00342	9120.10839	-0.05576	0.01879	9120.10839	-0.1056	0.00111	9120.10839	-0.06647	-0.00772	9120.10839	0.05516	-0.00458
9332.54301	-0.00956	-0.00491	9332.54301	0.01307	-0.00276	9332.54301	0.0332	-0.00589	9332.54301	-0.01082	0.00745	9332.54301	0.01336	9332.54301	0.01981	0.01777	9332.54301	-0.08836	0.01014	9332.54301	0.06094	0.04237	9332.54301	0.08595	-0.01314	9332.54301	-0.0018	-0.03083	9332.54301	0.07161	0.02945	9332.54301	-0.00803	-0.0067	9332.54301	-0.03255	-0.00326	9332.54301	0.04637	0.01056	9332.54301	0.11316	0.00503	9332.54301	-0.08857	-0.00246	9332.54301	0.05412	-0.01462
9549.92586	-0.04322	0.00805	9549.92586	-0.00971	0.01497	9549.92586	-0.04167	0.00479	9549.92586	0.01408	0.00708	9549.92586	0.01777	9549.92586	-0.06418	0.03368	9549.92586	-0.13671	-0.00765	9549.92586	0.11454	-5.18541E-4	9549.92586	-0.03876	-0.00249	9549.92586	-0.01304	0.02644	9549.92586	-0.01781	0.01749	9549.92586	0.00287	0.01849	9549.92586	-0.04711	0.00281	9549.92586	0.04997	0.00736	9549.92586	0.04734	0.00143	9549.92586	0.11028	0.00271	9549.92586	-1.98128E-6	0.00361
9772.37221	-0.02158	-0.00843	9772.37221	-0.03075	0.00724	9772.37221	0.05477	0.01265	9772.37221	0.01459	0.0075	9772.37221	-0.01429	9772.37221	-0.06674	-0.01945	9772.37221	-0.0896	0.01307	9772.37221	0.06606	-0.00449	9772.37221	0.02646	-0.0296	9772.37221	0.03646	0.01027	9772.37221	0.07591	-0.0195	9772.37221	0.00299	-0.00812	9772.37221	-0.09817	0.00214	9772.37221	0.02823	-0.00537	9772.37221	0.05771	0.00668	9772.37221	0.01451	0.00782	9772.37221	0.03375	0.00209
10000	-0.02448	0.00275	10000	-0.02612	-0.00522	10000	0.03026	-0.00419	10000	-0.00596	-0.00758	10000	0.00963	10000	-0.10308	-0.01883	10000	0.05567	0.01831	10000	-0.16299	-0.03361	10000	0.00941	0.02986	10000	-0.01983	-0.01476	10000	-0.08196	-0.03307	10000	7.15912E-4	0.00521	10000	-0.11762	-0.01737	10000	-0.01418	0.02468	10000	-0.05459	-0.0015	10000	0.01606	-0.00592	10000	0.10115	-0.00756
10232.92992	-0.03254	0.00909	10232.92992	4.07811E-5	-0.00421	10232.92992	-6.87164E-4	0.00732	10232.92992	-0.00274	-0.00234	10232.92992	0.00985	10232.92992	-0.01778	0.00799	10232.92992	0.0063	0.01082	10232.92992	-0.09045	6.21345E-4	10232.92992	-0.04171	-0.02913	10232.92992	-0.11596	-0.03196	10232.92992	-0.16033	0.00444	10232.92992	0.087	0.00829	10232.92992	0.0468	-0.00627	10232.92992	0.02372	-0.00682	10232.92992	-0.08846	-0.00596	10232.92992	0.04821	-0.00404	10232.92992	0.08821	-0.01471
10471.28548	0.01655	-0.01426	10471.28548	-0.0441	0.01209	10471.28548	-0.02002	0.00488	10471.28548	-0.01503	9.57561E-4	10471.28548	-0.02734	10471.28548	0.03696	-0.05241	10471.28548	0.12516	-0.00637	10471.28548	-0.19509	0.00483	10471.28548	-0.04257	-0.02562	10471.28548	0.1098	0.02559	10471.28548	-0.13325	0.00523	10471.28548	-0.10682	0.00608	10471.28548	0.04953	-0.00741	10471.28548	-0.02187	0.01075	10471.28548	0.12641	-0.00696	10471.28548	0.09029	-0.00148	10471.28548	-0.01897	-0.01658
10715.19305	-0.02185	-0.00501	10715.19305	-0.03671	-0.00598	10715.19305	-0.00734	-0.00547	10715.19305	0.00749	-0.00455	10715.19305	-0.06065	10715.19305	-0.09034	-0.04094	10715.19305	0.00711	0.02303	10715.19305	0.13184	-0.01422	10715.19305	0.08452	0.00923	10715.19305	-0.05653	-0.01693	10715.19305	-0.03209	-0.00226	10715.19305	-0.06768	0.00238	10715.19305	-0.00984	-0.00947	10715.19305	0.07146	-0.00401	10715.19305	-0.08206	-0.00514	10715.19305	0.08502	-0.00434	10715.19305	0.08344	1.47879E-4
10964.78196	-0.01541	-0.00681	10964.78196	0.0219	-0.00308	10964.78196	-0.04204	0.01399	10964.78196	0.00693	0.00671	10964.78196	0.02028	10964.78196	0.00573	0.08174	10964.78196	0.1668	-0.00971	10964.78196	0.12963	0.03465	10964.78196	-0.02786	-0.00374	10964.78196	0.00615	-0.01276	10964.78196	-0.03034	0.00874	10964.78196	0.04279	0.00701	10964.78196	0.05737	-0.00935	10964.78196	-0.03698	-2.18673E-4	10964.78196	0.05516	-0.00708	10964.78196	-0.01688	0.00463	10964.78196	-0.05587	0.00727
11220.18454	-0.07647	0.00926	11220.18454	0.04467	0.00923	11220.18454	-0.0236	0.00408	11220.18454	-0.00131	0.00432	11220.18454	-0.00615	11220.18454	-0.01076	0.00316	11220.18454	0.01717	-0.05248	11220.18454	-0.04265	-8.33555E-4	11220.18454	0.05104	0.01494	11220.18454	0.04894	-0.02084	11220.18454	-0.04623	0.00303	11220.18454	-0.03432	-0.00152	11220.18454	-0.06375	0.01503	11220.18454	0.07683	-0.00188	11220.18454	0.04598	0.00785	11220.18454	0.00698	0.00883	11220.18454	-0.07822	0.00495
11481.53621	0.00297	0.0017	11481.53621	-0.01151	0.01091	11481.53621	0.04833	-0.00582	11481.53621	-0.0206	-8.70656E-4	11481.53621	-0.02842	11481.53621	-0.13308	0.00458	11481.53621	-0.18662	-0.01405	11481.53621	0.03929	0.0346	11481.53621	-0.01509	-0.00783	11481.53621	-0.10296	-0.00586	11481.53621	0.08535	0.00487	11481.53621	0.07573	0.0084	11481.53621	0.03355	-0.0098	11481.53621	-0.00437	0.00831	11481.53621	0.01455	-0.00661	11481.53621	0.05628	0.00453	11481.53621	-0.04753	-0.00376
11748.97555	-0.04385	0.00711	11748.97555	-0.02351	-0.00536	11748.97555	0.00183	-0.00667	11748.97555	-0.00449	0.00629	11748.97555	0.02741	11748.97555	-0.06873	-0.03649	11748.97555	-0.05755	0.01032	11748.97555	0.20216	0.04266	11748.97555	-0.07694	0.00856	11748.97555	0.00902	0.00121	11748.97555	-0.01622	-0.01971	11748.97555	0.06126	-4.38886E-4	11748.97555	-0.09979	-0.0023	11748.97555	4.21995E-4	0.01769	11748.97555	-0.00374	0.00317	11748.97555	-8.91565E-4	0.00328	11748.97555	-0.05876	0.00275
12022.64435	-0.01463	-0.00483	12022.64435	-0.03501	-0.01722	12022.64435	-0.01396	-0.0018	12022.64435	-0.00374	-0.00291	12022.64435	-0.00813	12022.64435	-0.01335	0.00573	12022.64435	-0.17463	-0.01084	12022.64435	-0.09077	-0.03124	12022.64435	-0.00614	-0.00694	12022.64435	-0.02966	-0.01478	12022.64435	-0.02512	-0.03139	12022.64435	0.06987	0.01083	12022.64435	0.05105	-0.00542	12022.64435	0.05636	0.00162	12022.64435	-0.03645	0.00297	12022.64435	-0.02635	0.00782	12022.64435	-0.04472	0.00381
12302.68771	-0.00369	0.00798	12302.68771	-0.02411	-0.00445	12302.68771	-0.01147	-0.01607	12302.68771	-0.00826	-0.00604	12302.68771	0.01649	12302.68771	0.12227	-0.01279	12302.68771	-0.1145	0.01686	12302.68771	-0.01901	-0.00947	12302.68771	0.06038	0.00171	12302.68771	0.01778	0.01907	12302.68771	-0.00737	-0.01142	12302.68771	-0.01295	-0.01088	12302.68771	0.09803	-0.01367	12302.68771	0.03339	-0.00994	12302.68771	-0.02924	-0.00586	12302.68771	-0.01033	-0.00116	12302.68771	0.07019	-0.00224
12589.25412	-0.00787	0.00136	12589.25412	-0.02122	0.00185	12589.25412	0.03448	0.01259	12589.25412	0.00887	0.00234	12589.25412	0.0076	12589.25412	0.08649	0.03342	12589.25412	-0.15402	0.01659	12589.25412	-0.08115	0.0115	12589.25412	-0.05179	-0.04761	12589.25412	0.00781	-0.0059	12589.25412	0.10384	-0.00859	12589.25412	0.04448	0.015	12589.25412	0.1362	0.00239	12589.25412	0.0879	0.01471	12589.25412	0.01182	0.00278	12589.25412	-0.00461	0.00167	12589.25412	-0.07302	-0.0035
12882.49552	0.05054	9.28091E-4	12882.49552	2.04092E-4	0.00552	12882.49552	0.02727	0.00119	12882.49552	0.00433	-0.00783	12882.49552	-0.01837	12882.49552	-0.14874	0.034	12882.49552	0.03487	-0.03712	12882.49552	0.17131	0.05142	12882.49552	-0.01043	-0.00861	12882.49552	0.01583	0.01974	12882.49552	0.11048	0.00226	12882.49552	0.02496	-0.00303	12882.49552	0.11467	0.01757	12882.49552	0.01441	0.00533	12882.49552	-0.01157	0.01245	12882.49552	-0.02454	0.00628	12882.49552	0.04929	0.00383
13182.56739	-0.01582	0.02135	13182.56739	0.03837	0.00559	13182.56739	0.01289	-0.01947	13182.56739	-8.41959E-4	0.00244	13182.56739	-0.02216	13182.56739	-0.09639	-0.00162	13182.56739	0.08721	0.00828	13182.56739	-0.02256	-0.01742	13182.56739	-0.04686	-0.01072	13182.56739	-0.02331	-0.01074	13182.56739	-0.01985	0.03471	13182.56739	0.06048	-2.10437E-4	13182.56739	0.14645	0.01534	13182.56739	0.00195	0.00227	13182.56739	6.72895E-4	1.74212E-4	13182.56739	-0.00888	0.00475	13182.56739	0.07573	-0.00488
13489.62883	-0.06275	-0.01197	13489.62883	-6.73987E-4	-0.0063	13489.62883	0.0316	-9.46799E-4	13489.62883	-0.0027	-0.00696	13489.62883	0.00541	13489.62883	-0.07285	0.02834	13489.62883	-0.07026	0.01538	13489.62883	0.01396	0.02782	13489.62883	-0.05695	-0.01533	13489.62883	-0.04321	0.0267	13489.62883	0.06444	-0.05695	13489.62883	-0.01353	-0.01627	13489.62883	-0.07193	0.01465	13489.62883	-0.02962	0.00595	13489.62883	-0.04151	0.01242	13489.62883	-0.03676	-0.00781	13489.62883	-0.00813	0.00687
13803.84265	-0.02296	0.00658	13803.84265	-0.00816	-0.0041	13803.84265	-0.01991	-0.00828	13803.84265	0.00654	-0.00659	13803.84265	-0.00286	13803.84265	-0.05977	0.01666	13803.84265	0.09729	0.02414	13803.84265	0.05401	0.03785	13803.84265	-5.28233E-4	-0.01912	13803.84265	0.02921	-0.0242	13803.84265	-0.00629	0.01364	13803.84265	0.07005	0.01984	13803.84265	0.14963	-0.01536	13803.84265	0.00661	-0.00738	13803.84265	-0.01551	-0.00843	13803.84265	-0.09163	-0.00269	13803.84265	0.04154	-0.00137
14125.37545	0.00313	-0.0116	14125.37545	-0.01965	-0.00319	14125.37545	-0.0175	-0.00778	14125.37545	-0.00108	0.00308	14125.37545	0.00767	14125.37545	-0.01129	-0.02053	14125.37545	-0.08949	0.03395	14125.37545	0.0563	0.00448	14125.37545	-0.03665	0.00304	14125.37545	-0.00918	0.00231	14125.37545	0.10331	-0.05621	14125.37545	-0.00483	0.00756	14125.37545	0.02362	-0.01979	14125.37545	0.03224	-0.00211	14125.37545	0.01293	-0.01372	14125.37545	0.03163	0.00665	14125.37545	0.06187	-0.00536
14454.39771	-0.00948	0.00121	14454.39771	-0.02832	-0.00102	14454.39771	-0.02698	-0.01017	14454.39771	-3.08977E-5	0.00406	14454.39771	0.02932	14454.39771	0.05897	0.02213	14454.39771	0.0298	-0.00107	14454.39771	0.09636	0.02003	14454.39771	0.06631	0.00449	14454.39771	-0.09267	-0.00242	14454.39771	0.07038	0.00882	14454.39771	0.02987	-0.0057	14454.39771	0.04131	-0.00648	14454.39771	0.05291	-0.00381	14454.39771	0.04902	0.00633	14454.39771	-0.02384	-0.00134	14454.39771	-0.0363	-0.00115
14791.08388	-0.01266	-0.00143	14791.08388	-0.0045	0.00887	14791.08388	-0.01899	0.00747	14791.08388	-0.01145	0.00174	14791.08388	-0.00408	14791.08388	-0.02209	-0.00117	14791.08388	0.23709	0.02029	14791.08388	-0.15349	-0.02677	14791.08388	-0.11556	0.01138	14791.08388	-0.03573	-0.01915	14791.08388	0.04105	-0.01268	14791.08388	0.02165	-0.00807	14791.08388	-0.03691	0.0058	14791.08388	0.08183	0.00351	14791.08388	-0.03141	-0.00128	14791.08388	0.04897	0.00545	14791.08388	0.06674	0.00723
15135.61248	-0.00571	-0.02145	15135.61248	-0.006	-0.01473	15135.61248	0.03533	-0.01238	15135.61248	-0.00366	-0.00301	15135.61248	0.02059	15135.61248	0.05093	0.01288	15135.61248	0.0959	-0.03062	15135.61248	-0.07661	-0.00261	15135.61248	-0.01621	0.01131	15135.61248	-0.05486	-0.03031	15135.61248	-0.02526	0.01065	15135.61248	0.10078	0.00215	15135.61248	0.01817	0.00574	15135.61248	0.01021	1.57844E-4	15135.61248	0.10758	-0.0041	15135.61248	-0.02742	-0.01166	15135.61248	0.0345	-0.00112
15488.16619	-0.02479	-6.19673E-4	15488.16619	0.01124	0.00566	15488.16619	0.01104	-0.00747	15488.16619	5.99438E-4	-0.0057	15488.16619	0.00185	15488.16619	0.04725	-0.00539	15488.16619	0.33823	0.02008	15488.16619	0.13436	-0.00771	15488.16619	0.00107	0.01924	15488.16619	-0.01702	0.02895	15488.16619	-0.03178	0.01688	15488.16619	-0.03808	-0.00641	15488.16619	-0.02428	0.00321	15488.16619	0.0433	-0.00382	15488.16619	0.04739	-0.00932	15488.16619	-0.00975	-0.00688	15488.16619	0.06198	-0.01127
15848.93192	0.04074	0.00228	15848.93192	-0.04289	0.00256	15848.93192	-0.02056	0.00683	15848.93192	-0.02426	0.00547	15848.93192	-0.01286	15848.93192	0.00335	0.03244	15848.93192	-0.0662	-0.00631	15848.93192	0.01789	0.0187	15848.93192	0.03	-0.00407	15848.93192	-0.01646	-0.01049	15848.93192	0.14703	0.00246	15848.93192	-0.05004	-0.00298	15848.93192	0.0122	0.004	15848.93192	-0.00848	0.00568	15848.93192	0.02776	0.007	15848.93192	4.12307E-4	0.01486	15848.93192	0.05843	-0.00547
16218.10097	-0.00185	-0.00169	16218.10097	-0.01113	-0.00922	16218.10097	-0.0629	-0.0064	16218.10097	-0.00537	-0.00269	16218.10097	0.01433	16218.10097	-0.03934	0.04462	16218.10097	0.05658	0.01566	16218.10097	-0.18502	0.07206	16218.10097	0.04251	0.00905	16218.10097	0.01544	1.59347E-4	16218.10097	0.04865	0.0064	16218.10097	-0.0849	0.00369	16218.10097	-0.04246	0.00233	16218.10097	0.10197	-7.57024E-4	16218.10097	0.05085	-0.00866	16218.10097	0.00666	0.01327	16218.10097	-0.06086	-0.00472
16595.86907	-0.03728	-0.00358	16595.86907	0.01299	-0.00431	16595.86907	0.00245	0.00941	16595.86907	-0.00333	0.00323	16595.86907	0.01013	16595.86907	-0.06296	0.03328	16595.86907	0.06356	-0.00279	16595.86907	-0.09012	0.06282	16595.86907	0.0618	0.01595	16595.86907	0.04811	0.01544	16595.86907	0.01615	7.16088E-4	16595.86907	0.08732	-0.01712	16595.86907	-0.0263	-0.01574	16595.86907	0.09458	0.00269	16595.86907	-0.05296	-0.01051	16595.86907	0.11811	0.00213	16595.86907	0.10018	0.00418
16982.43652	0.01812	-0.01096	16982.43652	0.01784	-0.00532	16982.43652	0.03544	0.01208	16982.43652	-0.01359	-0.00104	16982.43652	0.00186	16982.43652	0.05423	-0.0449	16982.43652	-0.19782	-0.02852	16982.43652	0.14915	0.01327	16982.43652	0.03085	0.02225	16982.43652	0.06719	0.04004	16982.43652	0.02821	-0.03425	16982.43652	-0.02225	0.00394	16982.43652	0.0133	-0.00465	16982.43652	-0.04173	7.28878E-4	16982.43652	-0.03594	0.00426	16982.43652	0.10788	0.00198	16982.43652	-0.00784	0.00589
17378.00829	0.03534	0.01279	17378.00829	0.04596	0.00877	17378.00829	0.02798	-0.00619	17378.00829	0.01013	0.00585	17378.00829	0.01523	17378.00829	-0.10621	-0.00301	17378.00829	0.0683	-0.03818	17378.00829	0.02043	-0.05679	17378.00829	0.02664	-0.0063	17378.00829	-0.01801	-0.00934	17378.00829	0.15454	-0.00362	17378.00829	-0.06166	-0.01187	17378.00829	-0.063	0.00929	17378.00829	-0.00183	0.01697	17378.00829	0.03038	-0.00122	17378.00829	0.06335	0.00183	17378.00829	-0.0644	-0.00614
