# long range Heisenberg model
# L = 18, J = 1.0, Delta = 0.50, Alpha = 2.0
# Contribution of Si to the sum rule for spin conductivity vs corresponding frequency
# omega_i, Si  

80610.3 4.3295419822600491E-006
81223.5 4.2989938886753475E-006
80946.1 4.2685989775347625E-006
80995.9 4.2381672732054628E-006
80559 4.2086129659673338E-006
80932.6 4.1785881904160116E-006
80795 4.1492209356680924E-006
81079.3 4.1197105126899419E-006
81453.5 4.0904309604453364E-006
81530 4.0609500746362510E-006
81198.1 4.0319225747357542E-006
81529.3 4.0030878325981803E-006
81392.5 3.9745939432456842E-006
81448.1 3.9462345742653804E-006
81424.4 3.9181749380158043E-006
81644.2 3.8908922186767893E-006
82243.7 3.8629174187004930E-006
82268.7 3.8350125338674636E-006
82273.4 3.8075119561537455E-006
82527.1 3.7802453605608599E-006
82400.1 3.7530510082857511E-006
82487 3.7260252681246411E-006
83484.4 3.6991894762413172E-006
82286.2 3.6723197088645194E-006
82499.8 3.6458150204095944E-006
82914.1 3.6194347957980970E-006
83193.3 3.5932899274959441E-006
83009.7 3.5674075205475823E-006
83142.8 3.5412992429113396E-006
82794.8 3.5155289681609554E-006
83171.4 3.4900173409927657E-006
83537 3.4647474287912356E-006
83347.3 3.4393227714048347E-006
83318.2 3.4143397174470128E-006
83295 3.3895435548131810E-006
83540.8 3.3646424038420597E-006
83829.8 3.3397527698690480E-006
83575.1 3.3152795235355647E-006
83776.1 3.2908745785889742E-006
84276.4 3.2670468300119936E-006
83980.9 3.2428968618748739E-006
83877.9 3.2189831120434843E-006
84329 3.1953641467447314E-006
84357.5 3.1715322010086667E-006
84330.9 3.1484682718516059E-006
84421.1 3.1247471221407099E-006
84983.4 3.1016820939377693E-006
84203.2 3.0784857750909646E-006
85084 3.0557466358094218E-006
84303.9 3.0330322334385364E-006
85448.7 3.0102899147762581E-006
84556.7 2.9878859585713389E-006
84291.8 2.9653390633597037E-006
85038.1 2.9433855139092669E-006
86046.2 2.9213243247026253E-006
85745.9 2.8993760970107418E-006
85476.2 2.8776593376106445E-006
85696.8 2.8560668321778189E-006
85340.8 2.8346774853163741E-006
85878.7 2.8132304668615437E-006
85757.1 2.7920164089222223E-006
86002.4 2.7707670029739741E-006
86367 2.7496232990088488E-006
85430.1 2.7289205511690313E-006
86075.4 2.7083074725377363E-006
85994.9 2.6881626661674718E-006
86117.8 2.6680579926818827E-006
86271.5 2.6477366711350033E-006
85780.2 2.6276576620508628E-006
86445.6 2.6076767419680539E-006
86655.2 2.5877919007358746E-006
86237.8 2.5681100801108255E-006
86397.8 2.5486166431805463E-006
87156.3 2.5290659948860301E-006
86663.5 2.5098454819365336E-006
86925.8 2.4904266863746036E-006
86504.3 2.4712618204756661E-006
87269.2 2.4524302664501331E-006
87780 2.4333969063040051E-006
87150.6 2.4145641143425556E-006
87462.2 2.3962232765489745E-006
87708.6 2.3775593470785766E-006
87807.2 2.3590338972591483E-006
88304.1 2.3405986890609702E-006
87649.6 2.3223506814754694E-006
87682.1 2.3044159553615377E-006
87805.3 2.2864693362897278E-006
88372.9 2.2685950785386739E-006
87833.5 2.2506673570653244E-006
88206.5 2.2334445895938213E-006
88318.2 2.2159675219047352E-006
88736.2 2.1984169185822430E-006
88661.5 2.1813020002224421E-006
88510.1 2.1642314237713680E-006
88782.1 2.1471371514094980E-006
88834.5 2.1302571808690510E-006
87986.6 2.1132930921279974E-006
88687.5 2.0964740761023586E-006
88698.9 2.0799044859557003E-006
89346.5 2.0632579475419857E-006
88857.6 2.0467955627625764E-006
88940 2.0306240225916358E-006
89644.6 2.0144605980554361E-006
89547.2 1.9984025655997159E-006
89049.4 1.9824812311227650E-006
89566.1 1.9665924454859525E-006
89472.2 1.9508682567556748E-006
89373.6 1.9350552337650868E-006
89718.2 1.9193900092040742E-006
90457.4 1.9039554054431249E-006
89942 1.8885365074990381E-006
89928.4 1.8731721601851656E-006
89989.4 1.8579164822245733E-006
90299.3 1.8427343295356605E-006
90816.4 1.8277056928360768E-006
90398.5 1.8128582644183839E-006
90677 1.7980379315943544E-006
91133.3 1.7831433412769676E-006
90486.6 1.7684629614856788E-006
90244.4 1.7540422726920514E-006
90871.2 1.7396561082496124E-006
90962.8 1.7253416470981896E-006
90969.7 1.7109484494227489E-006
91585.4 1.6969383707393451E-006
90951.8 1.6830841541723580E-006
91341.2 1.6689801334096917E-006
91955 1.6550572441350962E-006
91500 1.6414204240060879E-006
92318.2 1.6279102681338097E-006
91500.9 1.6143470484080686E-006
92080 1.6009517931635000E-006
91602.7 1.5874862484687266E-006
91749.3 1.5742009916101886E-006
91910.1 1.5611047336852800E-006
92385.2 1.5480826208444403E-006
91619.8 1.5351353994092983E-006
92519.2 1.5221565167777827E-006
92300.9 1.5093922246989435E-006
92004 1.4967467949587840E-006
91839.3 1.4839595184909253E-006
92562.9 1.4711545172551239E-006
92265.5 1.4586215404867321E-006
92454 1.4460336878055433E-006
93342.9 1.4338066545935443E-006
92678.6 1.4215348042664557E-006
93027.3 1.4095568776813495E-006
93010.7 1.3973170083010559E-006
93668.4 1.3853221306819612E-006
93563.1 1.3733597628816213E-006
93186.2 1.3615055852176322E-006
94089.1 1.3497772810980255E-006
94052.8 1.3379335973113733E-006
94101 1.3264339454265666E-006
93360.3 1.3150627387292139E-006
93456.5 1.3036872539022512E-006
94155.6 1.2923312997896365E-006
93561.4 1.2811778946622641E-006
94345.5 1.2698969748052693E-006
93472.9 1.2587463518471700E-006
94335.5 1.2475265565780973E-006
94257.4 1.2365278227294894E-006
94773 1.2256120090499593E-006
95069 1.2148653245375087E-006
94695.1 1.2039606050634436E-006
94828.1 1.1933100413045261E-006
94438.2 1.1825965849735862E-006
95922.9 1.1720670872693257E-006
94964.9 1.1615645957136456E-006
95353.4 1.1511440284175480E-006
95595.4 1.1408847978147618E-006
95565.4 1.1306743296183696E-006
95567 1.1202804665642251E-006
95458.4 1.1102189653335265E-006
95623.4 1.1001028439736452E-006
96140.1 1.0900528078880094E-006
95857.2 1.0802718344712042E-006
96159.6 1.0705087430753002E-006
96296.8 1.0607332590459298E-006
96636 1.0509927341004461E-006
96633.6 1.0415768674534470E-006
95790.8 1.0319829651997409E-006
96405.3 1.0226220251541661E-006
96824.2 1.0131342821388144E-006
96164.7 1.0037375938996508E-006
97268.6 9.9450236902949028E-007
97398 9.8526599708738724E-007
97488.2 9.7602962674656039E-007
97047.4 9.6690488392402384E-007
96785.6 9.5795694274558345E-007
96712.4 9.4901833987131650E-007
97446.8 9.4010442041037926E-007
97745.9 9.3123264389787611E-007
97673 9.2247646776229581E-007
97782.2 9.1377635403511495E-007
97393.5 9.0524020895904796E-007
97748.5 8.9665575445038281E-007
97157.6 8.8816529330434012E-007
97869.1 8.7979028584089740E-007
97818.4 8.7145168561879379E-007
98155.3 8.6326051877885155E-007
98008.4 8.5492890620352751E-007
98586.4 8.4657908661360360E-007
98640.5 8.3833128890232268E-007
98443 8.3023963239264254E-007
98892.4 8.2220523449715452E-007
98987 8.1418087763741056E-007
99283.2 8.0610411361688890E-007
98824.9 7.9816774689208825E-007
98980.1 7.9024388449601743E-007
99248.3 7.8245852916193951E-007
99461.8 7.7479734681396392E-007
99427.4 7.6722011581454548E-007
99418.8 7.5966785249084793E-007
99368.1 7.5213337558760329E-007
100264 7.4471937165758843E-007
99516.4 7.3731556082297491E-007
100007 7.3001739779040806E-007
100880 7.2273113678204324E-007
99724.7 7.1556965622572064E-007
100279 7.0848649992104173E-007
100683 7.0131291480509095E-007
100295 6.9416954573629548E-007
101160 6.8722882972163769E-007
100097 6.8026333734688992E-007
100611 6.7344585919450777E-007
101091 6.6657424072831656E-007
100455 6.5975810208896321E-007
100403 6.5296763342353219E-007
100605 6.4622271667890567E-007
100993 6.3962658817707168E-007
101827 6.3302656956394198E-007
101337 6.2642499912017788E-007
101327 6.1977721424149366E-007
101725 6.1324739265780375E-007
101589 6.0676182233654065E-007
102064 6.0044627131211219E-007
101554 5.9426518610520699E-007
101686 5.8804923956897990E-007
102396 5.8185260841905496E-007
102417 5.7575267427639735E-007
102661 5.6964237998552496E-007
102085 5.6358736635629880E-007
101406 5.5767957280436164E-007
102738 5.5170974407329273E-007
102487 5.4576988275635208E-007
102937 5.3987883064899165E-007
102697 5.3398328043831595E-007
103780 5.2821047614395248E-007
103524 5.2251976559492332E-007
102723 5.1682742274444616E-007
103403 5.1111963872073255E-007
104097 5.0549507842918493E-007
103386 4.9999151610000305E-007
103476 4.9440201933213062E-007
104155 4.8898025248436577E-007
103859 4.8345895125758534E-007
104293 4.7813579838288628E-007
104167 4.7286872729364331E-007
104009 4.6760475350133351E-007
104255 4.6235915213460689E-007
104158 4.5724219128190981E-007
104718 4.5202836443377531E-007
104731 4.4694796241754376E-007
104428 4.4195064060489402E-007
104488 4.3697150272765077E-007
104880 4.3200537088893286E-007
104634 4.2698252534041828E-007
105019 4.2201590547817512E-007
105044 4.1708887847737807E-007
106212 4.1230086320120951E-007
105216 4.0755725835851886E-007
106239 4.0279519589938394E-007
105754 3.9815196635874888E-007
106127 3.9351447274779261E-007
106170 3.8892216217879063E-007
105669 3.8425604186355720E-007
106585 3.7983749792420847E-007
106182 3.7537584039110419E-007
106112 3.7093799932780583E-007
105609 3.6653880784723821E-007
106459 3.6223483686542013E-007
105959 3.5789863134295173E-007
106735 3.5360569471585661E-007
106906 3.4926125280308727E-007
106761 3.4502541285915303E-007
107110 3.4085624777285540E-007
106648 3.3669719361383972E-007
106965 3.3259210150215876E-007
107474 3.2857591304664694E-007
107706 3.2451644185769614E-007
107975 3.2051840067220035E-007
106795 3.1660176124154124E-007
107471 3.1258332452337716E-007
108497 3.0869897847073110E-007
108305 3.0483841612634793E-007
107768 3.0099600721107974E-007
107857 2.9719668234037381E-007
108119 2.9342564452341811E-007
107766 2.8964441837422512E-007
108994 2.8591343113356127E-007
108773 2.8225607412855534E-007
108703 2.7861999844391973E-007
108967 2.7508401978035872E-007
109078 2.7147892765283526E-007
109011 2.6795356365149420E-007
108945 2.6444292740934882E-007
109569 2.6092395034287303E-007
110032 2.5743321595263314E-007
109896 2.5396530489170642E-007
109263 2.5059480133684178E-007
109432 2.4726053737538970E-007
110300 2.4395375991254590E-007
110544 2.4071405101836407E-007
110657 2.3750079833556283E-007
110253 2.3430080209542771E-007
110528 2.3106436823038131E-007
110744 2.2797614210942614E-007
110717 2.2485329303306969E-007
110884 2.2178982986940890E-007
111156 2.1872310330714603E-007
111446 2.1575244235786319E-007
111432 2.1277889276818120E-007
111177 2.0982932128254528E-007
111676 2.0691244101144747E-007
111626 2.0401404079069120E-007
111924 2.0109150196418436E-007
111213 1.9824881603459554E-007
112158 1.9544749480260044E-007
111727 1.9264718455778813E-007
112373 1.8989768556261773E-007
112470 1.8717742691573351E-007
112300 1.8447956392310407E-007
112827 1.8178494906973597E-007
113067 1.7913429387378301E-007
112386 1.7652832070633310E-007
113549 1.7392504035400252E-007
113455 1.7137933948065758E-007
113918 1.6880052932364643E-007
113707 1.6626685925865433E-007
113491 1.6378288414991250E-007
113807 1.6134484159188156E-007
114045 1.5890586970241751E-007
114159 1.5644823483644162E-007
114312 1.5404225503815714E-007
113307 1.5171942992765368E-007
114237 1.4937021912583711E-007
114501 1.4708793266036353E-007
114672 1.4477301037556761E-007
114984 1.4245306654906141E-007
115517 1.4023238323803227E-007
115427 1.3798114099330617E-007
115667 1.3576189704291404E-007
114830 1.3357059240354087E-007
115520 1.3143208730719628E-007
115551 1.2932525007157551E-007
114752 1.2724136304787924E-007
115745 1.2519058727884484E-007
116664 1.2316996660950023E-007
116504 1.2112925590903830E-007
117129 1.1908711946891153E-007
116792 1.1712397013365377E-007
117302 1.1512900527486971E-007
117163 1.1320382201209226E-007
117499 1.1127804418622869E-007
117678 1.0938074967494246E-007
117336 1.0751515429616966E-007
118589 1.0568194730167223E-007
117283 1.0387674539687730E-007
117622 1.0208130100398152E-007
117619 1.0028752649088986E-007
117797 9.8521771649041461E-008
117505 9.6814500781710080E-008
117681 9.5134541183977489E-008
119222 9.3438904480579855E-008
118780 9.1772090004705061E-008
118065 9.0089514290835742E-008
119547 8.8442110724604983E-008
118327 8.6820698335268157E-008
119735 8.5226319615274956E-008
119918 8.3689891616713378E-008
119554 8.2126807487886179E-008
120386 8.0576586078771657E-008
118993 7.9105003291905001E-008
120430 7.7583436927883890E-008
120260 7.6130816020615077E-008
121560 7.4668210389543171E-008
120465 7.3243556686280356E-008
121405 7.1841908087201194E-008
121101 7.0446485460685530E-008
120323 6.9048586315385669E-008
122189 6.7685581875010515E-008
121850 6.6355020744904869E-008
121788 6.5035409572038183E-008
121648 6.3721639483226374E-008
122915 6.2425492396923321E-008
121983 6.1176957670716311E-008
121840 5.9941460851374013E-008
122634 5.8695625761364420E-008
122425 5.7470299197907498E-008
122798 5.6283781413733934E-008
123651 5.5075913978350813E-008
122643 5.3910109379311051E-008
124133 5.2752116704181753E-008
123457 5.1612764763277401E-008
123312 5.0488489070182631E-008
124774 4.9376436295422101E-008
124714 4.8292411920804986E-008
124275 4.7218267420851280E-008
123494 4.6173843278895365E-008
125092 4.5156720509278787E-008
124746 4.4119847992985236E-008
125137 4.3114730435763616E-008
125844 4.2129394308795773E-008
124916 4.1159706988721699E-008
124878 4.0216812181474435E-008
125623 3.9282320920266374E-008
127438 3.8357670313546655E-008
126452 3.7429627869008974E-008
126303 3.6525094130403973E-008
126663 3.5629255113734376E-008
127315 3.4768267702258460E-008
127231 3.3914797446053738E-008
127198 3.3090418018668621E-008
127843 3.2285559217317536E-008
127366 3.1484872286807460E-008
128214 3.0681710671537326E-008
128333 2.9900020422352938E-008
128849 2.9126906356590908E-008
128570 2.8375953505851756E-008
129065 2.7637184710200952E-008
129532 2.6913425676330355E-008
129465 2.6197886400702774E-008
129566 2.5500160152735467E-008
130075 2.4812916278175845E-008
130018 2.4139828834713834E-008
131203 2.3475111998439110E-008
130531 2.2814044634061361E-008
132247 2.2172096281054772E-008
131196 2.1549425455059646E-008
132050 2.0935501632571874E-008
131436 2.0325630630171850E-008
131975 1.9723289336006668E-008
132072 1.9144982176582975E-008
133178 1.8582821886191635E-008
132410 1.8028062083864114E-008
133032 1.7475520955837231E-008
133235 1.6948491001759411E-008
133848 1.6427852193705856E-008
133598 1.5902679761322336E-008
133966 1.5404201974949035E-008
135186 1.4920852272535525E-008
135068 1.4443074412168488E-008
135685 1.3974832780749332E-008
136431 1.3520578174687792E-008
136043 1.3073109647105960E-008
135778 1.2639125900400589E-008
137175 1.2210388606733478E-008
137566 1.1793606023777636E-008
138035 1.1387700067253507E-008
137739 1.0996509676915287E-008
137493 1.0612561575096993E-008
138397 1.0236599773929093E-008
137763 9.8658499072249369E-009
138855 9.5119956264645746E-009
139470 9.1581423457699769E-009
139419 8.8166795736319794E-009
139265 8.4888420965441470E-009
140834 8.1637220919962586E-009
140483 7.8492618930894755E-009
141534 7.5421745019643521E-009
142163 7.2406651981569871E-009
143040 6.9549424740281649E-009
142516 6.6759133752211209E-009
142896 6.3966805150745561E-009
141981 6.1274256182317382E-009
142930 5.8722414339963163E-009
144067 5.6176204473469712E-009
143720 5.3731519218861551E-009
145109 5.1329087223748081E-009
144965 4.9020644643484690E-009
145337 4.6796255452113813E-009
144604 4.4631444217067625E-009
146040 4.2564114835251569E-009
145995 4.0550463009450551E-009
147711 3.8565130703853505E-009
149151 3.6688338537810563E-009
147670 3.4858985478811786E-009
148430 3.3119041124738284E-009
148457 3.1426428653374881E-009
148621 2.9786108901391073E-009
150144 2.8217253623497715E-009
150526 2.6685153590840280E-009
151066 2.5235265262953781E-009
150989 2.3822730723688791E-009
150373 2.2486944604677678E-009
153053 2.1205935012375022E-009
152177 1.9944379626849307E-009
153026 1.8760009798752764E-009
153211 1.7624352589821178E-009
154904 1.6553862203800836E-009
154204 1.5512019453387355E-009
154870 1.4501730922060556E-009
155900 1.3550292606910567E-009
156329 1.2650468650559932E-009
156780 1.1774881534084811E-009
156299 1.0963185466841972E-009
158385 1.0204230860167066E-009
158979 9.4786355659399347E-010
159200 8.7919195713943169E-010
159047 8.1346715096556990E-010
159836 7.5189029757297161E-010
160859 6.9403317676280699E-010
161561 6.4026948768709134E-010
161598 5.9011711490291846E-010
162884 5.4352938428305137E-010
162321 4.9973378941857456E-010
162668 4.5863498107392751E-010
163557 4.2050535878947513E-010
165884 3.8413835578602832E-010
166066 3.4968397328022337E-010
167463 3.1834259488516266E-010
168410 2.8843726394359193E-010
172285 2.6026377393514471E-010
170723 2.3343272721730988E-010
169841 2.0826988415667502E-010
172371 1.8464472956492163E-010
173783 1.6363793058786030E-010
173981 1.4348800008089945E-010
176893 1.2506842685093349E-010
176963 1.0837587384983504E-010
178123 9.2886574455013884E-011
180145 7.9205326837444354E-011
178822 6.6638322578379512E-011
182970 5.4964861520411097E-011
181067 4.4480635124296944E-011
183417 3.5575235997712210E-011
185218 2.7619126148137214E-011
186743 2.0987941792037341E-011
184201 1.5359231825855457E-011
190328 1.0588559379619064E-011
191374 6.8074536879187183E-012
194722 3.8294222017378868E-012
187704 1.7461364801903268E-012
194025 5.9584319651302118E-013
202336 1.8795152497611192E-013
2122.59 1.5465698342865112E-022
3064.95 1.2582461494918105E-022
3110.76 1.1348789591483894E-022
2329.5 9.2218107596748007E-023
3626.81 6.9394961461039162E-023
6623.79 6.0449871818798145E-023
4087.7 5.7866983455042420E-023
2771.48 5.6139334612260218E-023
6782.46 5.1710646455790197E-023
6865.72 4.9411149976145615E-023
5917.74 4.8241295870841556E-023
4812.76 4.3890827262448948E-023
7376.31 4.1323957994195443E-023
8722 3.7204098310662325E-023
15905.7 3.5422327104440700E-023
11127.5 3.3786110725820929E-023
10887.6 3.1253406620092955E-023
4223.14 3.0711463477703491E-023
1512.78 2.9122557502234443E-023
16610 2.8227201468281681E-023
6334.59 2.7554308746348452E-023
3707.85 2.6567878225575407E-023
9776.04 2.5105774176667650E-023
11745.6 2.3998797434097900E-023
9932.74 2.3149183449262641E-023
8057.11 2.2535314578275217E-023
8423.1 2.2186000619768644E-023
11267.1 2.1755408119420096E-023
6716.67 2.1323147596065173E-023
10127.9 2.0906282166423369E-023
13798.3 1.9657986646124451E-023
13842.1 1.9618368364194667E-023
9127.48 1.9394082057603273E-023
7085.83 1.8278575220234092E-023
9776.38 1.7721240608586734E-023
11553.7 1.7591463868762871E-023
10629.7 1.7390445113910003E-023
13245.9 1.6420306635705351E-023
12098.7 1.6301549791610923E-023
9150.29 1.5331319995389725E-023
14285.3 1.4749029229326332E-023
9899.85 1.4625804672425244E-023
23391.8 1.4353576796676910E-023
11830.3 1.4044890904086340E-023
15308.6 1.3917592755669057E-023
6350.69 1.3644519492414791E-023
13724 1.3206538287869101E-023
19674.6 1.2841329393420211E-023
13092.1 1.2412721432280424E-023
16325 1.2154069961585030E-023
18896.1 1.1666071875279972E-023
12723 1.1379395357604577E-023
14998.4 1.1131980713582269E-023
13431.4 1.0904498269605984E-023
10870.2 1.0798227024815286E-023
14399.1 1.0502734837336925E-023
23873.6 1.0289440777853502E-023
6369.57 1.0115716385857711E-023
4397.98 9.9991017877652601E-024
11963.1 9.9415240637126774E-024
6227.27 9.7858643166619517E-024
17426 9.6318786060115984E-024
17807.9 9.5127951972510412E-024
25428.7 9.4030479202015026E-024
20687.8 9.3331138244398697E-024
22473.6 9.1476743131298725E-024
25076.1 9.0016594789383343E-024
8638.88 8.7750580606700055E-024
23378.4 8.6192558660648014E-024
9487.67 8.4934250171595777E-024
18819.1 8.3489698357963223E-024
22197 8.2266412904545224E-024
28733.5 8.0714398568072113E-024
10189.9 7.9750961732327372E-024
7921.09 7.9109630438351597E-024
16988.5 7.7224756417088805E-024
21965.7 7.6822784694563610E-024
15722.2 7.5835681457181311E-024
10497.3 7.4959368199692310E-024
23966.4 7.3985390195915143E-024
24413 7.3349699307891848E-024
9290.08 7.2370915484668901E-024
26141.7 7.0027128030108102E-024
19810.9 6.8899807802969790E-024
13744.3 6.8183127015167136E-024
16484.3 6.7119651653647360E-024
10096.1 6.6747955659594289E-024
14811.2 6.6111119329154254E-024
10307.6 6.5536492759869095E-024
29720.9 6.5276202570445942E-024
11661.3 6.4009329283635841E-024
17165.7 6.2549018044549459E-024
14282.1 6.1683163115386708E-024
15095.4 6.1433732476013172E-024
14682.7 6.1181140191976110E-024
33037.1 6.0407286046727703E-024
14064.2 6.0164157255389157E-024
16370.9 5.9168341316934760E-024
25335.4 5.8813994587195146E-024
29716.1 5.7864767858006208E-024
23444 5.7038296245618930E-024
26215.9 5.6221984074958089E-024
21917.1 5.5286539371606041E-024
18446.6 5.4701679598347007E-024
24807.9 5.4016890195244016E-024
29152.5 5.3694206142193437E-024
37723.3 5.2975164467290426E-024
22831.6 5.2208593251340148E-024
35276.6 5.1919046101303369E-024
23631.8 5.1582560551130347E-024
24977 5.1129505630832929E-024
16295.2 5.0361875567623240E-024
40102.4 4.9630177521303280E-024
14563.4 4.9293986651374580E-024
8213.81 4.9027653140625295E-024
12028.6 4.7954160000746563E-024
26757.6 4.7675798183622917E-024
34183.9 4.7506710426747806E-024
32097.5 4.6838514636815533E-024
15570.6 4.6715541528683221E-024
21083.6 4.6238416939686307E-024
16289.1 4.5968080012351777E-024
24030 4.5458760527328116E-024
26108.5 4.4988859609922951E-024
22330.7 4.3161664190814419E-024
27121.7 4.2489667321688317E-024
23064.2 4.1665824376339391E-024
34666.8 4.1403163622312070E-024
14350 4.1200723795697163E-024
12252.4 4.0763878857725266E-024
20816.9 4.0314056013094263E-024
25798.9 3.9841672137403343E-024
28162.2 3.9551348864249974E-024
26611.1 3.9461882784644237E-024
20231 3.8957726732209629E-024
22025.8 3.8747973107924681E-024
36915.3 3.8293256373728399E-024
34075.8 3.7900319563277569E-024
18775.7 3.7525278691313408E-024
19986.8 3.7010041954926747E-024
17283.3 3.6789238975467685E-024
22679.2 3.6617543315234049E-024
18362 3.6473506341722686E-024
11957.1 3.6113134333433746E-024
38493.9 3.5740155515284845E-024
19389 3.5557660120023037E-024
27078.5 3.5235128392227192E-024
10676.3 3.4840882072044953E-024
16914.8 3.4455127404668452E-024
35743.5 3.4287809551677268E-024
19264.4 3.3712346122042969E-024
41778.6 3.3292965805029571E-024
29455.4 3.2985003802108361E-024
31143.8 3.2630753736592609E-024
23122.1 3.2381927119881034E-024
26451.2 3.1998135661783973E-024
24069.9 3.1482390546245014E-024
27924.3 3.1001723325939752E-024
41310.3 3.0732872906154808E-024
48207.6 3.0565072658509820E-024
23517.5 3.0014002024180728E-024
24671.8 2.9736333250900620E-024
11640 2.9444000505616760E-024
20320.5 2.8786888663766346E-024
29151.5 2.8511899222205219E-024
23638.3 2.8124299937142737E-024
14981.1 2.7891593205403895E-024
19756.8 2.7803391677387592E-024
36411.8 2.7626030235434515E-024
28069.2 2.7331377146276208E-024
30897.7 2.7203888718808485E-024
13056.9 2.6877338650384109E-024
34720.1 2.6582867071840171E-024
27391.5 2.6214105175972290E-024
38521.2 2.5980788285150722E-024
19621.6 2.5773724233906253E-024
18335 2.5602424318049209E-024
55519.8 2.5502783938026998E-024
15179.8 2.5445271318180912E-024
27100.8 2.5302805748003822E-024
33142.2 2.5103626712358706E-024
22146.4 2.5038739830906229E-024
50542.1 2.4627371559737678E-024
35188 2.4519423615327027E-024
36575.7 2.4117472870604924E-024
17228 2.4022506298119791E-024
46340.9 2.3650826310805140E-024
36224.8 2.3391175940344107E-024
27606.1 2.3335900175914345E-024
44151.7 2.3190326076025610E-024
45688.5 2.2761983114171498E-024
43199.8 2.2529971134744650E-024
29300.5 2.2462723408921222E-024
41349.1 2.2311807255382067E-024
27571 2.2173181885508064E-024
19756.2 2.2046653738647079E-024
30955.6 2.1962735743198791E-024
16533.7 2.1689109171324276E-024
32523.7 2.1423172214745622E-024
31633.4 2.1214405051644359E-024
35045.5 2.0959812473022614E-024
34679.3 2.0836131657251661E-024
16972 2.0798417379145838E-024
36392.4 2.0759317683083145E-024
27046.4 2.0622541155576090E-024
9492.57 2.0402603580180475E-024
41350.1 2.0310628357054252E-024
21746.4 2.0174947650967608E-024
34265 2.0082835906293886E-024
34941.4 2.0006912767050654E-024
52702.3 1.9822012875468702E-024
28144 1.9677383566606077E-024
50149.8 1.9558540153213231E-024
33042.7 1.9328890918417095E-024
42213 1.9176674041378681E-024
26120.2 1.8874886008793662E-024
34772.8 1.8766593482414164E-024
56907.8 1.8634964557354066E-024
15903.9 1.8340489019561069E-024
26511 1.8226682259343237E-024
57220.2 1.8140012249079394E-024
31375 1.7968795688412583E-024
26050.3 1.7615683789400342E-024
36233.6 1.7530466516953006E-024
40587.6 1.7406442458361481E-024
25836.7 1.7267352074603482E-024
31049.3 1.7107350295094753E-024
40012.6 1.6792015789111834E-024
25703.9 1.6694533317024653E-024
42828.2 1.6414889234287756E-024
42771.5 1.6258824737225743E-024
43267.8 1.6072588034189334E-024
24888.9 1.5951766389227905E-024
29433 1.5736532384226818E-024
44210.1 1.5666097849686008E-024
50108.2 1.5530214618733731E-024
37763.4 1.5462073563803628E-024
30366.4 1.5429145761239816E-024
44075.7 1.5371380230960856E-024
55059 1.5160875070586352E-024
48910.8 1.5094934297946009E-024
37501.5 1.4994393737143065E-024
48291.9 1.4823457269732065E-024
36130.1 1.4738414903207563E-024
26538.6 1.4593536318465201E-024
19183.7 1.4524043888240764E-024
27322.2 1.4338378927560512E-024
17379.5 1.4278802222788816E-024
56814.5 1.4196577166088805E-024
42372.4 1.4033696140737313E-024
34354.5 1.3871910784283599E-024
45763.3 1.3799007435377492E-024
29874.3 1.3694191880424269E-024
33545.4 1.3650799895195541E-024
13487.8 1.3553026685051076E-024
50166.1 1.3505169979412486E-024
39144.8 1.3474579218895817E-024
16243.2 1.3416660187762111E-024
25031.7 1.3358474394297528E-024
35038.5 1.3284917459429380E-024
36154.2 1.3139949442333507E-024
33468.4 1.3025063508498176E-024
40238.7 1.2995582189092039E-024
66691.2 1.2904815166748095E-024
63592.8 1.2872616864383306E-024
27493.7 1.2757448807861060E-024
28837.1 1.2643733020272686E-024
33260.2 1.2472768987413035E-024
41539.3 1.2321411370372793E-024
52851.1 1.2229050200880962E-024
33550.6 1.2177860520470382E-024
25851.6 1.2084795828685466E-024
37010.8 1.2051569154435340E-024
62864.8 1.2007916097533207E-024
48900.1 1.1872827972111095E-024
61604 1.1776899059656872E-024
34550.5 1.1574927255599411E-024
33290.6 1.1526354550417870E-024
27530.2 1.1291409253777233E-024
58604.9 1.1205084314703436E-024
45312 1.1117595207905413E-024
59607.8 1.0898106339402446E-024
37632.7 1.0831529247834189E-024
28712 1.0808569397063646E-024
14332.7 1.0718601709247163E-024
42860.7 1.0653908151965243E-024
35444.6 1.0568580543659257E-024
34947.3 1.0453439776436616E-024
29327.1 1.0391073651232937E-024
36124.7 1.0313207250313924E-024
28920.1 1.0277121711974178E-024
38381.5 1.0152387523227200E-024
46120.2 1.0115214048400949E-024
26106.3 9.9845250561921418E-025
39334.6 9.8818528470333822E-025
37476.3 9.8089999335304512E-025
16512.5 9.7423859235175981E-025
22113.9 9.6897123054949477E-025
27585.4 9.5778630425107638E-025
45082.3 9.5293609016837303E-025
39194.5 9.4639048641855691E-025
26182.5 9.4157045182082839E-025
26715 9.3735043082623163E-025
50546.8 9.2944610397997624E-025
34530.8 9.2571134380676170E-025
44473.6 9.2080448389440414E-025
41831.7 9.0933224776633248E-025
57250.1 8.9864562373559123E-025
31371.2 8.9476445241070599E-025
25958.8 8.8883431206582266E-025
61632 8.8065471174729990E-025
45144.2 8.7722610867048679E-025
31905.6 8.7405690475549999E-025
40912.8 8.6815860559603344E-025
52200.8 8.6459802490829957E-025
29927.1 8.5387887974030065E-025
37119.7 8.4908577003070868E-025
38624.7 8.4347589507896596E-025
19595.7 8.3869220247891818E-025
